Geo Point,Geo Shape,id,type,nom,plage_horaire,tarifs
"43.61637926283814,1.4084535448285422","{""coordinates"": [[[[1.408825140165574, 43.616384377509], [1.40882071415446, 43.61633742319861], [1.408805140686033, 43.61629172884214], [1.408778878637343, 43.61624870512168], [1.408742724597553, 43.61620964133153], [1.408697787153851, 43.61617574103486], [1.40864544016004, 43.61614801339348], [1.408587259631153, 43.61612731731225], [1.408525001083697, 43.616114280107354], [1.408460587386334, 43.61610928833751], [1.408395947270699, 43.61611250358678], [1.408333066054178, 43.6161238181509], [1.408273848220015, 43.61614289815741], [1.408220080730929, 43.61616916505504], [1.408173420410705, 43.6162018044413], [1.408135255582745, 43.616239845177795], [1.408106769175865, 43.61628211524575], [1.408088812042244, 43.616327348029], [1.40808195343965, 43.61637414699861], [1.408086366498648, 43.61642110116608], [1.408101952083173, 43.61646678678861], [1.408128213513794, 43.61650981965857], [1.408164367338094, 43.61654888363662], [1.408209292373765, 43.616582783965434], [1.408261651928811, 43.61661051197043], [1.408319832807886, 43.616631208211835], [1.408382079452309, 43.61664424535425], [1.40844650609432, 43.61664923733738], [1.408511134389229, 43.61664602188998], [1.408574028497234, 43.616634707401644], [1.408633246714725, 43.616615627244805], [1.408687002032814, 43.616589359988836], [1.408733674761152, 43.61655672057039], [1.408771839414281, 43.61651867964076], [1.408800325705612, 43.61647640041347], [1.408818269734697, 43.616431176350865], [1.408825140165574, 43.616384377509]]]], ""type"": ""MultiPolygon""}",3,Faubourgs commerçants,JOB,Du lundi au samedi de 8h à 19h sauf dimanches et jours fériés et du 1er au 15 août,"une 1/2 heure gratuite par demi-journée, 1heure = 1€, 2h = 2€, de 2h à 3h = majoration tarifaire jusqu'à 30€"
"43.60134272537496,1.457436492162546","{""coordinates"": [[[[1.458096835764734, 43.601775812103334], [1.458120613817838, 43.601784897556925], [1.458191909791666, 43.6018053296132], [1.45830713762431, 43.60183832968136], [1.458397970186999, 43.601670855512914], [1.458224016239493, 43.601621021076596], [1.456711239296214, 43.600880484360104], [1.456608516545223, 43.60083020310538], [1.45647012531567, 43.6009795043416], [1.458096835764734, 43.601775812103334]]]], ""type"": ""MultiPolygon""}",3,Faubourgs commerçants,RUE DU PONT GUILHEMERY,Du lundi au samedi de 9h à 19h sauf dimanches et jours fériés et du 1er au 15 août,"une 1/2 heure gratuite par demi-journée, 1heure = 1€, 2h = 2€, de 2h à 3h = majoration tarifaire jusqu'à 30€"
"43.58149061708574,1.3881208142398092","{""coordinates"": [[[[1.388937778990331, 43.581687319429676], [1.388937879212318, 43.58168727581436], [1.38893616761009, 43.58168502832459], [1.389356829844588, 43.58150405417411], [1.389363022846966, 43.58150119667074], [1.389591337893083, 43.58138920954665], [1.389693977730134, 43.58133886644025], [1.389555462139223, 43.581189636541595], [1.389227555981702, 43.58135048744972], [1.388816213388927, 43.58152746792108], [1.388582147446724, 43.5812200263063], [1.388552454159929, 43.581194099021204], [1.388511729474621, 43.5811779296701], [1.388412097776854, 43.58115461894363], [1.38865674251587, 43.58053785515788], [1.388691036431055, 43.58045136889067], [1.388453112650036, 43.580401498656805], [1.388172434121655, 43.58110910814752], [1.388097082113266, 43.581098190226406], [1.388060199576294, 43.581096919493135], [1.38802443137544, 43.581103631538255], [1.387876388996902, 43.58114937861741], [1.387858608214821, 43.581132871958495], [1.387773981036314, 43.58118104310191], [1.387675056958642, 43.58121161278779], [1.387686348984685, 43.58123091874764], [1.387602212405166, 43.581278790526746], [1.3875744196534, 43.58130096305048], [1.387558186995682, 43.58132853636194], [1.387504549485325, 43.58148997754525], [1.385898719996747, 43.581179367538994], [1.385779060409916, 43.581156215879794], [1.385715390648156, 43.581330182728], [1.387446391954341, 43.58166500346274], [1.387445732370355, 43.58166700182329], [1.387537838031635, 43.581683168365714], [1.387922894126993, 43.58191806070317], [1.387967106153472, 43.58193536821137], [1.388085143675518, 43.581960943626996], [1.388129856355568, 43.581964448170005], [1.388173346364932, 43.581956097309494], [1.388717355297525, 43.581769544922054], [1.388957450794849, 43.58208559562805], [1.388954469587124, 43.58208687743489], [1.389016478359994, 43.58216330921406], [1.389075482266082, 43.58224098642572], [1.389078511334776, 43.58223976830072], [1.38927395430393, 43.58248067278978], [1.389336851476821, 43.582558197062625], [1.389550151799054, 43.58246675154259], [1.389231565107537, 43.58207405879782], [1.388937778990331, 43.581687319429676]], [[1.388597298135182, 43.58161167676883], [1.388110514405526, 43.58177860013244], [1.388062430241855, 43.581768179613576], [1.387735045835658, 43.58156848212135], [1.387746643882184, 43.58153680198265], [1.387743920883096, 43.58153627785169], [1.387788773922869, 43.58140124447394], [1.387900923018116, 43.581337414782396], [1.38808614867821, 43.581280158999164], [1.388228673499708, 43.58130082741146], [1.388389217240942, 43.5813383746481], [1.388597298135182, 43.58161167676883]]]], ""type"": ""MultiPolygon""}",5,Zone bleue,LES PRADETTES,"Du lundi au Samedi : 9h-12h et 14h-19h, durée maximale : 1h30",Gratuit
"43.60938108671416,1.4972476802470407","{""coordinates"": [[[[1.496857373798992, 43.609298984996045], [1.496846699883497, 43.60933397290652], [1.496855656597638, 43.6093692160642], [1.496882820617091, 43.60939912357801], [1.496957573670766, 43.60945360475756], [1.496987114232316, 43.609469517671755], [1.497021795268841, 43.60947843066037], [1.497156940496927, 43.609497417871026], [1.497171488291107, 43.609498813287686], [1.497568334070139, 43.609519725386214], [1.497691880528121, 43.60952623717794], [1.497709803919277, 43.60934669561862], [1.497196738184585, 43.60931965510015], [1.497122288659507, 43.60930919891781], [1.497122366073262, 43.609309073893], [1.497172733426315, 43.60922684514694], [1.496946401199961, 43.60915364926125], [1.496857373798992, 43.609298984996045]]]], ""type"": ""MultiPolygon""}",5,Zone bleue,BALMA CENTRE,"Du lundi au Samedi : 9h-19h (semaine) et 9h-14h (S), durée maximale : 1h30",Gratuit
"43.582440592805135,1.4486324781225115","{""coordinates"": [[[[1.448774895767126, 43.58174583418073], [1.448534060870062, 43.58237637052394], [1.448308321389609, 43.58295313055981], [1.447934457082813, 43.58389020250547], [1.447933939869248, 43.58389008752963], [1.447900053471817, 43.583976451585485], [1.447865637383644, 43.58406270048632], [1.447866166978545, 43.5840628156287], [1.44773493574331, 43.58439731970791], [1.44770098184936, 43.584483880843656], [1.447939128257246, 43.584533244034304], [1.4481380518184, 43.58402620851661], [1.448511928042842, 43.58308906412882], [1.448512544060486, 43.58308918943119], [1.448546329603812, 43.58300284183765], [1.448580743676055, 43.582916610700494], [1.448580127660015, 43.58291648539848], [1.448738680254489, 43.58251138108719], [1.448739431528845, 43.58251154421386], [1.448772463786722, 43.58242508740598], [1.44880623507244, 43.58233878454674], [1.44880548357142, 43.58233863041984], [1.448980662741079, 43.5818799685341], [1.448981352796263, 43.58188010383036], [1.449013695001575, 43.58179348463997], [1.44904672693994, 43.581707009733115], [1.449046036886565, 43.58170687443725], [1.449070831695728, 43.58164046336354], [1.44907085622618, 43.58164047269522], [1.449103253866852, 43.581553611154796], [1.449135688325234, 43.581466759100465], [1.449135651415363, 43.581466749602654], [1.449176101407884, 43.58135830930445], [1.449529688361329, 43.5804849590414], [1.449564647284175, 43.58039861785204], [1.449327097850556, 43.58034778935578], [1.448972386139549, 43.58122389671479], [1.448969847635331, 43.58122340351714], [1.448937795390181, 43.58130934241833], [1.448903205229799, 43.58139476111092], [1.448905730218174, 43.58139529914056], [1.448864268928943, 43.581506480511926], [1.448774895767126, 43.58174583418073]]]], ""type"": ""MultiPolygon""}",3,Faubourgs commerçants,AV DE L'URSS,Du lundi au samedi de 9h à 19h sauf dimanches et jours fériés et du 1er au 15 août,"une 1/2 heure gratuite par demi-journée, 1heure = 1€, 2h = 2€, de 2h à 3h = majoration tarifaire jusqu'à 30€"
"43.57973431219129,1.4497216242716418","{""coordinates"": [[[[1.449533453689907, 43.57988941880234], [1.449395139939879, 43.58020704947789], [1.449357767124857, 43.5802928630964], [1.449593852934984, 43.580347191838314], [1.449733547117333, 43.580026374611435], [1.449736491121061, 43.58002699026498], [1.449770459240539, 43.57994160797434], [1.44980735819677, 43.579856868154884], [1.449804440329558, 43.57985619883918], [1.450042607368911, 43.579257654409815], [1.450077023156854, 43.5791711887301], [1.449839148035703, 43.57912116705499], [1.449533453689907, 43.57988941880234]]]], ""type"": ""MultiPolygon""}",3,Faubourgs commerçants,AV DE L'URSS,Du lundi au samedi de 9h à 19h sauf dimanches et jours fériés et du 1er au 15 août,"une 1/2 heure gratuite par demi-journée, 1heure = 1€, 2h = 2€, de 2h à 3h = majoration tarifaire jusqu'à 30€"
"43.61695747791238,1.241004875654079","{""coordinates"": [[[[1.241376457743304, 43.61696313250699], [1.241372160517803, 43.616916171890296], [1.241356712294566, 43.61687045508172], [1.241330568083935, 43.616827393424714], [1.241294520943933, 43.61678827736439], [1.241249688554208, 43.61675431225507], [1.241197404852241, 43.61672650868059], [1.241139280666649, 43.6167057283915], [1.241077070065479, 43.616692592246004], [1.241012656935169, 43.61668751601769], [1.240948007774055, 43.61669062865338], [1.240885094786315, 43.616701861130885], [1.240825824163537, 43.61672085534], [1.24077198420961, 43.61674704431727], [1.240725233994936, 43.61677961606135], [1.240686964517518, 43.61681760144643], [1.240658361930361, 43.616859830169325], [1.240640292952936, 43.61690503703732], [1.240633293520422, 43.61695182578348], [1.240637590179942, 43.61699878642703], [1.24065303815645, 43.61704449433078], [1.240679181722631, 43.617087565136366], [1.240715228645032, 43.61712668138425], [1.240760061010853, 43.61716064669619], [1.240812344885485, 43.61718845046404], [1.240870469678872, 43.61720922191502], [1.240932680762162, 43.61722235816921], [1.240997094190885, 43.61722744343989], [1.241061744177477, 43.61722432177858], [1.241124657671248, 43.617213089207084], [1.241183928419679, 43.61719410384698], [1.241237768591207, 43.61716791468214], [1.241284518829786, 43.617135342735445], [1.241322788134538, 43.617097357157014], [1.241351390632631, 43.61705511927462], [1.241369458868465, 43.617009921296734], [1.241376457743304, 43.61696313250699]]]], ""type"": ""MultiPolygon""}",5,Zone bleue,BRAX,"tous les jours : 8h-20h, durée maximale : 1h30",Gratuit
"43.60449371267612,1.3336586776283954","{""coordinates"": [[[[1.334030192187583, 43.6044990703306], [1.334025824813804, 43.60445210397516], [1.334010310122415, 43.60440640836593], [1.333984105909449, 43.604363367490194], [1.333948006783429, 43.60432428016159], [1.333903132024491, 43.60429035084361], [1.333850816830702, 43.60426258905512], [1.333792673008682, 43.60424185525931], [1.333730455209557, 43.604228768911284], [1.333666047565007, 43.60422374427668], [1.333601416366375, 43.604226908727156], [1.33353853330925, 43.6042381916599], [1.333479303651396, 43.604257233435916], [1.333425514470042, 43.604283465656586], [1.333378823263509, 43.604316074988], [1.333340619274141, 43.60435409118602], [1.333312086635887, 43.60439634299239], [1.333294090216268, 43.604441555516], [1.333287162984402, 43.604488359052056], [1.333291530038214, 43.60453531643576], [1.333307044224335, 43.60458101213935], [1.33333324780765, 43.604624062164184], [1.333369346717322, 43.60466314968054], [1.333414221453629, 43.60469707920117], [1.333466537066911, 43.60472483218389], [1.333524681238166, 43.6047455661401], [1.333586899519887, 43.604758652596445], [1.333651307476607, 43.60476368627323], [1.333715939486602, 43.604760512796425], [1.333778823048967, 43.6047492297693], [1.333838053090746, 43.604730187843195], [1.333891842242804, 43.60470396443383], [1.33393853347197, 43.604671354899764], [1.333976737287542, 43.60463333850852], [1.334005269822166, 43.60459107754267], [1.334023265759156, 43.60454586491079], [1.334030192187583, 43.6044990703306]]]], ""type"": ""MultiPolygon""}",5,Zone bleue,VIGNEMALE,"Du lundi au Samedi : 8h-12h et 14h-18h, durée maximale : 1h",Gratuit
"43.69214923326604,1.4135439032311463","{""coordinates"": [[[[1.413129957995941, 43.6924337081658], [1.413077985159042, 43.6924590658456], [1.413031256407975, 43.692491715087556], [1.412993046847924, 43.69252975633942], [1.412964528158552, 43.69257202639513], [1.412946564792227, 43.692617249810176], [1.412939688699102, 43.692664056558236], [1.412944123424765, 43.69271100936731], [1.412956918598856, 43.692748489539525], [1.412799655188484, 43.69306244269332], [1.412671393854019, 43.693316002019834], [1.412299343872273, 43.69364951450643], [1.411744619122202, 43.69413280849005], [1.411743824935272, 43.69413233848663], [1.411665555246521, 43.69420168816733], [1.411586503828966, 43.69427055896006], [1.411587285614202, 43.69427102879439], [1.410444409718605, 43.695283581321554], [1.410365807097533, 43.69535321362954], [1.410557745705569, 43.69546726808531], [1.411856857538865, 43.694316307941584], [1.412490519023341, 43.69376423054513], [1.412491623796011, 43.69376325546265], [1.412821333729421, 43.69346770893602], [1.412854452701461, 43.69347653496304], [1.412890108349369, 43.69340605114675], [1.412955211457082, 43.693347691769596], [1.412927778345981, 43.69333157999221], [1.413032625276627, 43.69312433036608], [1.413032756326384, 43.693124062099194], [1.413140995832417, 43.692907991794065], [1.413177886496147, 43.69292109142555], [1.41324022424991, 43.69293413474877], [1.413304719518676, 43.69293912371228], [1.413369440842634, 43.69293590581156], [1.413432400594047, 43.69292457983557], [1.413491691403313, 43.69290549773652], [1.413545524071186, 43.692879238142275], [1.413592240207651, 43.69284659752661], [1.413630449592368, 43.69280855608162], [1.413658968164839, 43.692766276866834], [1.413676943448527, 43.69272105351384], [1.413678874488116, 43.69270787387592], [1.413718906249604, 43.69272565246628], [1.413824688509572, 43.69277264359739], [1.413954223853173, 43.692619122946645], [1.413601090238507, 43.69246224756925], [1.41358851317165, 43.69245736711079], [1.413421732031251, 43.6924012308071], [1.413399705508991, 43.69239380825335], [1.413642314072865, 43.69210912842468], [1.414150015316007, 43.69153886897398], [1.414151597345219, 43.69153957480722], [1.414216839541279, 43.691463824540364], [1.414283638564496, 43.69138878872517], [1.414282081809306, 43.69138806523561], [1.415162578581726, 43.69036568986427], [1.415170772464627, 43.690368799749095], [1.415225963194818, 43.69029210111178], [1.415289143616272, 43.690218725580095], [1.415281308686808, 43.69021517051137], [1.416366387418899, 43.68870683441152], [1.416423789262655, 43.68862704170873], [1.416203881799701, 43.68854374319907], [1.415010492266631, 43.69020261371529], [1.414007442446504, 43.69136727987871], [1.413433273229255, 43.69201219155538], [1.413431968655544, 43.69201369503333], [1.413161781331028, 43.69233073709806], [1.413096528445648, 43.692407287817396], [1.413135390327106, 43.69242471750157], [1.413129957995941, 43.6924337081658]]]], ""type"": ""MultiPolygon""}",5,Zone bleue,SAINT-ALBAN,"Du lundi au vendredi : 9h-18h, durée maximale : 1h30",Gratuit
"43.6656800975042,1.5043798768287546","{""coordinates"": [[[[1.50440872884715, 43.66581778287694], [1.504502180472869, 43.66587693673553], [1.504665154105114, 43.66574125789056], [1.50435102429368, 43.665542412191456], [1.50425757332719, 43.6654832582033], [1.504094599477636, 43.66561893648755], [1.50440872884715, 43.66581778287694]]]], ""type"": ""MultiPolygon""}",5,Zone bleue,SAINT-JEAN,"Du lundi au samedi : 9h-12h et 14h-19h, durée maximale : 1h",Gratuit
"43.52405522899624,1.3422384848159008","{""coordinates"": [[[[1.341962677763669, 43.52416703118417], [1.34166351392824, 43.52438726391938], [1.341576543366316, 43.52445127585565], [1.34175249812781, 43.52457782623306], [1.34214263456306, 43.52429063152314], [1.3421502621145, 43.52428447511209], [1.342803497896431, 43.523705503236776], [1.342881993110855, 43.52363594003522], [1.342690783923154, 43.52352170423752], [1.341962677763669, 43.52416703118417]]]], ""type"": ""MultiPolygon""}",5,Zone bleue,VILLENEUVE-TOLOSANE,"Du lundi au Samedi : 9h-12h et 14h-19h, durée maximale : 1h30",Gratuit
