Geo Point,Geo Shape,cdparcadas,type_culture,surface,entretien,collectivite,insee
"43.648894143435,1.4091865270482362","{""coordinates"": [[[[1.408596892932929, 43.64887047484672], [1.408998361395348, 43.64911218614671], [1.409002226448928, 43.64911505701539], [1.40910032817621, 43.64917451946847], [1.409164644533129, 43.64922802943861], [1.409234453430863, 43.64926360675971], [1.409299151104816, 43.64929252049117], [1.409367904463029, 43.64931200696117], [1.409487427972141, 43.649334744493025], [1.409490340648287, 43.64931490032743], [1.409483385642517, 43.64841980253154], [1.409035542217883, 43.648647939023235], [1.408728241638902, 43.648802481716274], [1.408596892932929, 43.64887047484672]]]], ""type"": ""MultiPolygon""}",3155529CC0019,BIO,3907,RAVT,VT,31555
"43.649587949217135,1.4080248278131753","{""coordinates"": [[[[1.406418819294661, 43.64934176612178], [1.406811195638261, 43.64941405402402], [1.40755829184145, 43.64954980192905], [1.408361280206088, 43.64969451685124], [1.409160391210034, 43.6498373039481], [1.409671027839738, 43.64992947209031], [1.40966945722865, 43.64986322982199], [1.409667187299597, 43.649841449138535], [1.409143558581032, 43.649746336801826], [1.408371750420482, 43.64960755854037], [1.407687040180301, 43.64948179036968], [1.407182933683912, 43.64938872022864], [1.406443681149691, 43.64925114241463], [1.406418819294661, 43.64934176612178]]]], ""type"": ""MultiPolygon""}",3155529CC0006,ENTRETIEN,2621,RAVT,VT,31555
"43.64856507365918,1.4071092167156805","{""coordinates"": [[[[1.406423273999982, 43.648312618738125], [1.406459658264037, 43.648393130412366], [1.406473593232223, 43.64841879162043], [1.406495042244848, 43.64846343591279], [1.406515078920159, 43.64851563706218], [1.406534772816019, 43.64858959739176], [1.406545515630816, 43.648653076395895], [1.406557519180393, 43.64871845784025], [1.406570017212174, 43.64875262079425], [1.406589134785953, 43.648780215041995], [1.406600197800523, 43.648789250874586], [1.406604546438144, 43.648794533895014], [1.406627736109414, 43.648811754187584], [1.407523795681073, 43.64897508463034], [1.407478781613456, 43.64879792133352], [1.407467186682189, 43.64878931037319], [1.407282980729402, 43.64865344879638], [1.407294530755081, 43.648580691184826], [1.407294634207916, 43.64857407053477], [1.407295999792159, 43.64857029577734], [1.407301253636157, 43.648567501789024], [1.407309126472791, 43.64856378061582], [1.40739413402363, 43.64854366420385], [1.407437416721563, 43.64860930153348], [1.407546803496783, 43.64861303638247], [1.40770115646918, 43.648657824707136], [1.407715664677006, 43.648646589718794], [1.407820039037159, 43.648553777931085], [1.407911840605086, 43.64851573929929], [1.407680205703119, 43.64841355124601], [1.407358058576899, 43.648266151270654], [1.407086315941219, 43.64814565549472], [1.407044913542966, 43.64812734007579], [1.406937771895908, 43.64831379438196], [1.40685746482382, 43.64845032423312], [1.406825256084072, 43.64851061361088], [1.406752878662948, 43.64847311974299], [1.406792017488327, 43.64838639791758], [1.406793374424412, 43.64838262304631], [1.406640085009093, 43.648352982767115], [1.406423273999982, 43.648312618738125]]]], ""type"": ""MultiPolygon""}",3155529CC0009,BIO,5513,RAVT,VT,31555
"43.653306279753906,1.4073883048223752","{""coordinates"": [[[[1.40588478637594, 43.65217199450223], [1.405571649897536, 43.65211454596973], [1.405795674252429, 43.65237184116451], [1.406032501190682, 43.652643435026945], [1.406142475173362, 43.65277774263658], [1.40649901616684, 43.65322724362902], [1.406736450957132, 43.653544253451194], [1.407106030375799, 43.65407806519088], [1.407168149021464, 43.65418927194377], [1.407180768039347, 43.65421586730941], [1.407188291627666, 43.654234852228875], [1.407267193610675, 43.65443986304601], [1.407324065836834, 43.65455292034435], [1.407454839140762, 43.654941905782096], [1.407488381312815, 43.65496394230415], [1.407539004390929, 43.65497665713832], [1.407589905888621, 43.65497139648025], [1.407614924425674, 43.65495457174108], [1.407700704399455, 43.654885261141736], [1.407761679981443, 43.654818585248506], [1.408014924870066, 43.6545387135863], [1.408032205051679, 43.65451709389828], [1.408073813687769, 43.65443890572212], [1.408078458329277, 43.65439163757675], [1.408078807936533, 43.65436893329856], [1.408080293013813, 43.65435759108695], [1.408081713999796, 43.65435003434201], [1.408084459905339, 43.654340596352256], [1.408085912959131, 43.65433114597395], [1.408091286720517, 43.65432078270278], [1.408096628458675, 43.65431231126484], [1.408100668622146, 43.65430382911871], [1.408106019033424, 43.65429535779962], [1.40811526548584, 43.654286918484146], [1.408116599079453, 43.65428503735838], [1.40813904606487, 43.654266299252626], [1.408516948595207, 43.65317566638615], [1.408578535849511, 43.652985997009225], [1.40867161839062, 43.65269818968716], [1.408686254062987, 43.65267844019897], [1.40588478637594, 43.65217199450223]]]], ""type"": ""MultiPolygon""}",3155529CD0001,BIO,35094,RAVT,VT,31555
"43.652026847195096,1.4056525086915936","{""coordinates"": [[[[1.405360269925802, 43.651882899206285], [1.405571649897536, 43.65211454596973], [1.40588478637594, 43.65217199450223], [1.405809844701512, 43.65196417611779], [1.405360269925802, 43.651882899206285]]]], ""type"": ""MultiPolygon""}",3155529CD0010,BIO,661,RAVT,VT,31555
"43.65686499622237,1.4618679980984974","{""coordinates"": [[[[1.461191830887991, 43.65652401316185], [1.461654301782954, 43.65697794060028], [1.462102654347066, 43.65741756480451], [1.46227048820245, 43.657346953916466], [1.462558974768319, 43.65722428981412], [1.462474177629366, 43.657141324523025], [1.462054089728612, 43.65672935573119], [1.461801022200549, 43.656480465242225], [1.461613463382632, 43.6562964144542], [1.461426948933124, 43.656397156394206], [1.461191830887991, 43.65652401316185]]]], ""type"": ""MultiPolygon""}",3155531AB0040,ENTRETIEN,5333,RAVT,VT,31555
"43.64769751822595,1.4604447325619083","{""coordinates"": [[[[1.460570208469487, 43.648024444179356], [1.460643945254018, 43.64800589071792], [1.460581893439064, 43.647611997711564], [1.460555497283831, 43.6475720242689], [1.460533051438009, 43.647301952014224], [1.460402710798264, 43.647279879617926], [1.460339682285721, 43.64719911942014], [1.460309960384094, 43.64762266861367], [1.460311261823662, 43.64762267873429], [1.460299625805723, 43.647793838815815], [1.460282597642587, 43.64806619075113], [1.460570208469487, 43.648024444179356]]]], ""type"": ""MultiPolygon""}",3155531AE0173,ENTRETIEN,1895,RAVT,VT,31555
"43.64315946156542,1.4473722999853174","{""coordinates"": [[[[1.446846580069933, 43.64300566963083], [1.447646471814749, 43.6435332641493], [1.447908878083373, 43.64332244462063], [1.447854702340843, 43.643286067097236], [1.447079288107374, 43.64277664137069], [1.447073428658286, 43.64278184340359], [1.447068723355568, 43.642786020275274], [1.447001219041923, 43.64285739635395], [1.44692055384931, 43.64293718379724], [1.446846580069933, 43.64300566963083]]]], ""type"": ""MultiPolygon""}",3155531AZ0256,ENTRETIEN,2795,RAVT,VT,31555
"43.64558866881088,1.4539384649496196","{""coordinates"": [[[[1.453900371306417, 43.64554158556781], [1.453891849937449, 43.645588826807284], [1.45388606910184, 43.6456275723974], [1.453938124517973, 43.64563176281655], [1.453978465346396, 43.6456349144285], [1.453990140639571, 43.645549853914325], [1.453900371306417, 43.64554158556781]]]], ""type"": ""MultiPolygon""}",3155531BH0062,ENTRETIEN,71,RAVT,VT,31555
"43.64234855917531,1.4771783968174153","{""coordinates"": [[[[1.47638366756281, 43.64222708975193], [1.476424054612657, 43.64231727965005], [1.476554698088606, 43.64238260786805], [1.476881835951018, 43.642463618076505], [1.477129069040933, 43.64253373960309], [1.477258436832771, 43.64258764987756], [1.477316481612309, 43.64261847400864], [1.477595648856395, 43.64278035257887], [1.477654853898696, 43.642794948314354], [1.477796787290148, 43.642165905498224], [1.477536525513027, 43.64214500873431], [1.477445418093013, 43.64213864226732], [1.477407630004171, 43.642139300726626], [1.47733072882286, 43.64214155619485], [1.477102645244535, 43.64214834238474], [1.477084364502215, 43.642151041801505], [1.477063547146123, 43.64214899068568], [1.477037605401755, 43.64214122594063], [1.476833998950762, 43.64206604153866], [1.476578137636126, 43.642071533674894], [1.476411345562742, 43.64220459424721], [1.47638366756281, 43.64222708975193]]]], ""type"": ""MultiPolygon""}",3155532AB0002,BIO,5399,RAVT,VT,31555
"43.64254431721974,1.4782002013891136","{""coordinates"": [[[[1.477654853898696, 43.642794948314354], [1.477670508549083, 43.64279317387347], [1.477691326145395, 43.642795224879535], [1.477721217076824, 43.64280018056024], [1.477752343321407, 43.64280987862206], [1.477774396326146, 43.64281666840234], [1.477787331280975, 43.64282338859649], [1.477804155309934, 43.64283108539072], [1.477842789671115, 43.64286260083369], [1.477902056376985, 43.6429084635368], [1.477952300872831, 43.64294763591514], [1.477986956711239, 43.64298385209229], [1.47802036231128, 43.64301627270298], [1.478092270698883, 43.643089668189454], [1.478132081074294, 43.64312970783776], [1.478250014449829, 43.643173177058344], [1.478407810478853, 43.6431620719628], [1.478733426670345, 43.64198945279738], [1.47850672600454, 43.64199057417238], [1.478458282465402, 43.64200723727916], [1.478000002609588, 43.642167445390434], [1.477796787290148, 43.642165905498224], [1.477654853898696, 43.642794948314354]]]], ""type"": ""MultiPolygon""}",3155532AB0003,BIO,7235,RAVT,VT,31555
"43.640992319698505,1.4798169985412366","{""coordinates"": [[[[1.47873752640514, 43.64143221556091], [1.480799144252642, 43.64102583655937], [1.480847723709175, 43.64090888305262], [1.480920624122932, 43.640730616579916], [1.480922003075209, 43.6406341225695], [1.479000043313226, 43.640841930546536], [1.47893279102972, 43.64107984464259], [1.478855442414626, 43.64120414649554], [1.478745555511048, 43.64141713992098], [1.47873752640514, 43.64143221556091]]]], ""type"": ""MultiPolygon""}",3155532AB0032,BIO,8196,RAVT,VT,31555
"43.64131133098813,1.4798743939203207","{""coordinates"": [[[[1.478801064033976, 43.64154339425279], [1.480658000942518, 43.641329422169726], [1.480799144252642, 43.64102583655937], [1.47873752640514, 43.64143221556091], [1.478733496916118, 43.64144070021126], [1.478731929555516, 43.64145866590923], [1.478733099093605, 43.641468135357854], [1.478735540119352, 43.64147950658111], [1.478744511268707, 43.641489982454026], [1.478758687669126, 43.64150049797873], [1.478772872793538, 43.64151101181589], [1.478784416756107, 43.641523399372836], [1.478801064033976, 43.64154339425279]]]], ""type"": ""MultiPolygon""}",3155532AB0033,BIO,3551,RAVT,VT,31555
"43.6427708784156,1.479608998218858","{""coordinates"": [[[[1.479062910736052, 43.64335909554508], [1.47933756825173, 43.64346619359376], [1.479438708515639, 43.64350007316767], [1.479442204791573, 43.643383831152065], [1.480139310944278, 43.64324991820152], [1.479854191310077, 43.64214647399931], [1.479926323662, 43.641931303654175], [1.479473937158769, 43.641953428125554], [1.479062910736052, 43.64335909554508]]]], ""type"": ""MultiPolygon""}",3155532AB0007,BIO,9106,RAVT,VT,31555
"43.642703222649445,1.4814398803616424","{""coordinates"": [[[[1.48084533205441, 43.64189378094762], [1.481166170956979, 43.643051420041296], [1.48136058644411, 43.64357803989705], [1.48140660273672, 43.64350204117442], [1.481547362443438, 43.64336207106067], [1.481862310049716, 43.6432036047265], [1.482079319291467, 43.64314925668186], [1.482185685542701, 43.64309345643118], [1.482239675304617, 43.64305405851044], [1.482341032035794, 43.642956850930226], [1.482402406353347, 43.64293731673726], [1.482515792180217, 43.64293033690188], [1.482607087929896, 43.64291315040786], [1.482589094464106, 43.64275814046218], [1.482027623201645, 43.642940601675974], [1.481770491328801, 43.642973667641435], [1.481578621010291, 43.64299871184411], [1.481311840063913, 43.64180558430094], [1.48084533205441, 43.64189378094762]]]], ""type"": ""MultiPolygon""}",3155532AB0080,BIO,6465,RAVT,VT,31555
"43.64593688631997,1.4883988421125272","{""coordinates"": [[[[1.487942947801027, 43.64556135607039], [1.487980247647634, 43.646328939941924], [1.488827486785405, 43.646303115146125], [1.488862689320843, 43.64630148472862], [1.488816005538528, 43.64555180634183], [1.488780818214082, 43.64555248991511], [1.487942947801027, 43.64556135607039]]]], ""type"": ""MultiPolygon""}",3155532AD0011,BIO,5966,RAVT,VT,31555
"43.64601577167436,1.4835183871534758","{""coordinates"": [[[[1.483945289146057, 43.646293438997695], [1.483704128161549, 43.64574493963735], [1.48356708900996, 43.64575268367159], [1.483424171119893, 43.64575709529785], [1.483372143780081, 43.64576112668954], [1.48327217481992, 43.64577867001083], [1.483194390770316, 43.64586092703068], [1.483124413350633, 43.64597785456611], [1.483143071236378, 43.64609751434283], [1.483217292698296, 43.646158195142085], [1.483417650013127, 43.646228447958165], [1.483701606805575, 43.64626039215179], [1.483921610988479, 43.64628841515136], [1.483945289146057, 43.646293438997695]]]], ""type"": ""MultiPolygon""}",3155532AD0027,BIO,2734,RAVT,VT,31555
"43.64557974990934,1.4867105505902816","{""coordinates"": [[[[1.486482885587478, 43.644888123385876], [1.486513785968351, 43.64537182509771], [1.486549794119515, 43.64595396159188], [1.486591393477825, 43.64660142029955], [1.486607997380821, 43.6468632572963], [1.486706063715236, 43.64682939235266], [1.486783667617878, 43.64675880104538], [1.486878949244971, 43.64651079838452], [1.4869569622911, 43.6464236880105], [1.486907005435675, 43.64557251358249], [1.486904838605956, 43.64554127485869], [1.486852016586104, 43.64449257565699], [1.486456369311578, 43.64446311523318], [1.486460539691192, 43.64453599885892], [1.486482885587478, 43.644888123385876]]]], ""type"": ""MultiPolygon""}",3155532AD0006,BIO,7573,RAVT,VT,31555
"43.57903121037246,1.504814979561468","{""coordinates"": [[[[1.503993328845649, 43.57911137588739], [1.504236866305532, 43.57966002561815], [1.505411101126231, 43.57907449610335], [1.505658227104021, 43.57889749498452], [1.505344836803884, 43.57841172603249], [1.503993328845649, 43.57911137588739]]]], ""type"": ""MultiPolygon""}",3155536AL0013,BIO,8544,RAVT,VT,31555
"43.57784817820175,1.5017560205182596","{""coordinates"": [[[[1.500451957587612, 43.577859876015815], [1.500860084353951, 43.57832475316912], [1.503188828790905, 43.577774613362415], [1.503113096062729, 43.57770993004994], [1.502663045612173, 43.57742682722816], [1.501486827680839, 43.577617899069054], [1.500451957587612, 43.577859876015815]]]], ""type"": ""MultiPolygon""}",3155536AL0023,BIO,9825,RAVT,VT,31555
"43.57172257265745,1.5133575830725474","{""coordinates"": [[[[1.51353113829704, 43.57129338852768], [1.513075448269451, 43.571594721486754], [1.51293525946868, 43.57163953114132], [1.513206166625902, 43.57212976231505], [1.513343568495916, 43.57206311105384], [1.513367238465672, 43.57204530657246], [1.513393444946866, 43.57203225193885], [1.513494333916212, 43.57198189478262], [1.513516612121609, 43.57197070347054], [1.513532353718369, 43.571961358149494], [1.513549409567797, 43.571951073689625], [1.513693058223466, 43.57181966230268], [1.513702989104345, 43.57166551735173], [1.513694157043868, 43.5716455860267], [1.51353113829704, 43.57129338852768]]]], ""type"": ""MultiPolygon""}",3155536AN0050,BIO,3023,RAVT,VT,31555
"43.6068813851867,1.3526317555783114","{""coordinates"": [[[[1.352373568711311, 43.60659848933789], [1.352421787863473, 43.60667459978783], [1.352742957013497, 43.607176006536434], [1.3528595847533, 43.60713065902416], [1.352582281842368, 43.606654233205155], [1.352373568711311, 43.60659848933789]]]], ""type"": ""MultiPolygon""}",3155545AL0202,BIO,752,RAVT,VT,31555
